doc_id,ano,edicao_id,pagina,modelo,job_id,gabarito_bin,modelo_classe,modelo_bin,acertou_bin
132,2001,12808,10,qwen3:8b,6,nao_relevante,relevante,relevante,0
136,2002,13180,27,qwen3:8b,6,nao_relevante,,,
137,2002,13180,8,qwen3:8b,6,nao_relevante,irrelevante,nao_relevante,1
143,2002,13170,3,qwen3:8b,6,relevante,super_relevante,relevante,1
145,2003,13407,55,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
149,2003,13332,2,qwen3:8b,6,relevante,irrelevante,nao_relevante,0
150,2003,13329,8,qwen3:8b,6,nao_relevante,relevante,relevante,0
151,2003,13315,8,qwen3:8b,6,nao_relevante,irrelevante,nao_relevante,1
152,2003,13306,19,qwen3:8b,6,nao_relevante,relevante,relevante,0
153,2003,13304,23,qwen3:8b,6,nao_relevante,relevante,relevante,0
154,2004,13670,10,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
156,2004,13660,45,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
158,2004,13644,30,qwen3:8b,6,nao_relevante,relevante,relevante,0
159,2004,13641,21,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
160,2004,13617,47,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
161,2004,13592,6,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
162,2004,13589,10,qwen3:8b,6,relevante,super_relevante,relevante,1
164,2005,13906,35,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
166,2005,13877,9,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
169,2005,13836,10,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
172,2005,13827,34,qwen3:8b,6,relevante,super_relevante,relevante,1
173,2005,13827,33,qwen3:8b,6,relevante,super_relevante,relevante,1
174,2006,1210,344,qwen3:8b,6,nao_relevante,irrelevante,nao_relevante,1
175,2006,1210,342,qwen3:8b,6,nao_relevante,irrelevante,nao_relevante,1
176,2006,1153,34,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
177,2006,1141,73,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
178,2006,1122,30,qwen3:8b,6,nao_relevante,irrelevante,nao_relevante,1
180,2006,1118,11,qwen3:8b,6,relevante,relevante,relevante,1
181,2006,1118,2,qwen3:8b,6,relevante,irrelevante,nao_relevante,0
182,2006,1118,13,qwen3:8b,6,relevante,,,
183,2006,1116,34,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
184,2007,1606,53,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
187,2007,1584,47,qwen3:8b,6,nao_relevante,relevante,relevante,0
188,2007,1577,18,qwen3:8b,6,relevante,super_relevante,relevante,1
189,2007,1577,17,qwen3:8b,6,relevante,irrelevante,nao_relevante,0
190,2007,1577,99,qwen3:8b,6,nao_relevante,relevante,relevante,0
192,2007,1570,47,qwen3:8b,6,nao_relevante,duvidoso,nao_relevante,1
193,2007,1563,22,qwen3:8b,6,nao_relevante,relevante,relevante,0
194,2008,2156,12,qwen3:8b,6,nao_relevante,relevante,relevante,0
195,2008,2156,20,qwen3:8b,6,nao_relevante,relevante,relevante,0
196,2008,2180,354,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
198,2008,2152,8,qwen3:8b,6,relevante,relevante,relevante,1
199,2008,2152,16,qwen3:8b,6,relevante,super_relevante,relevante,1
201,2008,2149,35,qwen3:8b,6,nao_relevante,relevante,relevante,0
202,2008,2148,2,qwen3:8b,6,relevante,relevante,relevante,1
203,2008,2148,16,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
146,2003,13397,24,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
138,2002,13180,6,qwen3:8b,6,relevante,super_relevante,relevante,1
139,2002,13180,41,qwen3:8b,6,relevante,super_relevante,relevante,1
140,2002,13173,39,qwen3:8b,6,relevante,super_relevante,relevante,1
144,2003,13426,51,qwen3:8b,6,relevante,irrelevante,nao_relevante,0
147,2003,13361,12,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
148,2003,13361,8,qwen3:8b,6,relevante,relevante,relevante,1
155,2004,13662,71,qwen3:8b,6,relevante,super_relevante,relevante,1
157,2004,13657,7,qwen3:8b,6,relevante,relevante,relevante,1
163,2004,13553,35,qwen3:8b,6,relevante,relevante,relevante,1
165,2005,13891,28,qwen3:8b,6,nao_relevante,super_relevante,relevante,0
167,2005,13872,9,qwen3:8b,6,relevante,super_relevante,relevante,1
170,2005,13829,14,qwen3:8b,6,relevante,relevante,relevante,1
171,2005,13828,19,qwen3:8b,6,relevante,relevante,relevante,1
179,2006,1120,35,qwen3:8b,6,relevante,,,
185,2007,1606,2,qwen3:8b,6,relevante,super_relevante,relevante,1
186,2007,1597,37,qwen3:8b,6,relevante,relevante,relevante,1
191,2007,1573,32,qwen3:8b,6,relevante,super_relevante,relevante,1
197,2008,2153,284,qwen3:8b,6,relevante,super_relevante,relevante,1
200,2008,2150,19,qwen3:8b,6,relevante,relevante,relevante,1
7,1973,5533,1,gemma4:e4b,3,relevante,super_relevante,relevante,1
13,1977,6625,15,gemma4:e4b,3,relevante,relevante,relevante,1
5,1970,4793,3,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
11,1977,6631,2,gemma4:e4b,3,nao_relevante,relevante,relevante,0
8,1974,5931,10,gemma4:e4b,3,relevante,relevante,relevante,1
6,1972,5435,12,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
4,1970,4845,7,gemma4:e4b,3,relevante,relevante,relevante,1
3,1968,4293,6,gemma4:e4b,3,relevante,relevante,relevante,1
2,1968,4414,7,gemma4:e4b,3,relevante,relevante,relevante,1
10,1976,6322,16,gemma4:e4b,3,nao_relevante,relevante,relevante,0
15,1977,6549,26,gemma4:e4b,3,relevante,relevante,relevante,1
16,1978,6891,29,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
14,1977,6590,23,gemma4:e4b,3,nao_relevante,,,
18,1978,6787,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
19,1979,7135,2,gemma4:e4b,3,relevante,super_relevante,relevante,1
21,1979,6951,2,gemma4:e4b,3,relevante,relevante,relevante,1
25,1985,8640,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
17,1978,6822,2,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
31,1987,9101,3,gemma4:e4b,3,relevante,relevante,relevante,1
20,1979,7125,10,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
49,1989,9478,2,gemma4:e4b,3,relevante,relevante,relevante,1
22,1980,7242,1,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
51,1990,10099,46,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
52,1990,10024,35,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
53,1990,10024,34,gemma4:e4b,3,relevante,relevante,relevante,1
23,1980,7213,2,gemma4:e4b,3,nao_relevante,relevante,relevante,0
56,1991,10270,23,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
24,1984,8179,17,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
26,1985,8576,2,gemma4:e4b,3,nao_relevante,relevante,relevante,0
27,1985,8533,9,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
28,1985,8502,3,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
29,1986,8891,104,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
30,1986,8721,32,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
32,1987,9042,61,gemma4:e4b,3,nao_relevante,relevante,relevante,0
33,1987,9032,3,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
35,1987,9025,29,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
36,1987,9025,22,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
37,1987,9025,19,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
38,1987,9025,18,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
39,1987,9024,39,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
40,1987,9024,38,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
114,2000,12691,4,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
113,1999,12405,9,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
112,1999,12417,24,gemma4:e4b,3,relevante,relevante,relevante,1
41,1988,9377,13,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
111,1999,12417,25,gemma4:e4b,3,relevante,relevante,relevante,1
109,1999,12418,23,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
108,1999,12418,24,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
42,1988,9199,16,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
107,1999,12418,25,gemma4:e4b,3,relevante,,,
106,1999,12426,21,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
105,1999,12434,5,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
100,1998,12086,3,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
87,1997,11924,16,gemma4:e4b,3,relevante,relevante,relevante,1
85,1997,11955,48,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
43,1988,9148,2,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
44,1989,9787,44,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
74,1995,11386,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
45,1989,9587,27,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
75,1995,11365,16,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
82,1996,11485,3,gemma4:e4b,3,relevante,,,
46,1989,9585,8,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
84,1997,11955,13,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
127,2001,12875,11,gemma4:e4b,3,relevante,,,
47,1989,9585,7,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
128,2001,12872,14,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
130,2001,12811,16,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
135,2002,13180,2,gemma4:e4b,3,relevante,relevante,relevante,1
134,2002,13181,17,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
54,1991,10342,2,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
55,1991,10332,25,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
133,2001,12805,11,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
57,1991,10240,8,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
58,1992,10582,7,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
59,1992,10576,9,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
60,1992,10569,6,gemma4:e4b,3,relevante,relevante,relevante,1
61,1992,10513,15,gemma4:e4b,3,nao_relevante,relevante,relevante,0
62,1992,10505,13,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
63,1992,10411,4,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
64,1992,10409,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
66,1992,10356,23,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
67,1993,10832,1,gemma4:e4b,3,nao_relevante,relevante,relevante,0
68,1994,11048,7,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
70,1995,11459,46,gemma4:e4b,3,nao_relevante,,,
71,1995,11449,1,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
72,1995,11442,6,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
73,1995,11395,3,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
126,2001,12889,31,gemma4:e4b,3,relevante,super_relevante,relevante,1
125,2001,12911,21,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
76,1995,11354,5,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
78,1995,11326,1,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
79,1995,11280,5,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
80,1996,11665,10,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
81,1996,11573,15,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
83,1996,11471,10,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
116,2000,12672,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
104,1999,12446,33,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
99,1998,12088,21,gemma4:e4b,3,relevante,super_relevante,relevante,1
95,1998,12164,19,gemma4:e4b,3,relevante,super_relevante,relevante,1
86,1997,11934,1,gemma4:e4b,3,relevante,relevante,relevante,1
88,1997,11911,3,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
77,1995,11352,5,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
89,1997,11906,10,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
69,1994,10990,9,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
65,1992,10409,7,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
50,1989,9454,27,gemma4:e4b,3,relevante,relevante,relevante,1
48,1989,9583,11,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
34,1987,9026,8,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
90,1997,11849,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
12,1977,6631,1,gemma4:e4b,3,relevante,relevante,relevante,1
9,1975,6168,8,gemma4:e4b,3,relevante,super_relevante,relevante,1
1,1968,4459,2,gemma4:e4b,3,relevante,super_relevante,relevante,1
141,2002,13172,2,gemma4:e4b,3,relevante,super_relevante,relevante,1
142,2002,13172,1,gemma4:e4b,3,relevante,super_relevante,relevante,1
168,2005,13850,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
91,1997,11841,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
92,1997,11830,8,gemma4:e4b,3,relevante,,,
93,1997,11830,7,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
96,1998,12156,19,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
97,1998,12153,28,gemma4:e4b,3,nao_relevante,relevante,relevante,0
98,1998,12096,2,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
101,1998,12081,62,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
102,1998,12079,48,gemma4:e4b,3,nao_relevante,,,
103,1998,12079,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
110,1999,12418,22,gemma4:e4b,3,nao_relevante,,,
115,2000,12688,6,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
117,2000,12638,11,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
118,2000,12638,10,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
119,2000,12636,23,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
120,2000,12606,3,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
121,2000,12589,1,gemma4:e4b,3,relevante,relevante,relevante,1
122,2000,12584,6,gemma4:e4b,3,relevante,,,
123,2000,12563,8,gemma4:e4b,3,nao_relevante,relevante,relevante,0
124,2001,12934,22,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
129,2001,12853,5,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
131,2001,12811,1,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
132,2001,12808,10,gemma4:e4b,3,nao_relevante,relevante,relevante,0
136,2002,13180,27,gemma4:e4b,3,nao_relevante,,,
137,2002,13180,8,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
143,2002,13170,3,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
145,2003,13407,55,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
149,2003,13332,2,gemma4:e4b,3,relevante,relevante,relevante,1
150,2003,13329,8,gemma4:e4b,3,nao_relevante,relevante,relevante,0
151,2003,13315,8,gemma4:e4b,3,nao_relevante,super_relevante,relevante,0
152,2003,13306,19,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
153,2003,13304,23,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
154,2004,13670,10,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
156,2004,13660,45,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
158,2004,13644,30,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
159,2004,13641,21,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
160,2004,13617,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
161,2004,13592,6,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
162,2004,13589,10,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
164,2005,13906,35,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
166,2005,13877,9,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
169,2005,13836,10,gemma4:e4b,3,nao_relevante,,,
172,2005,13827,34,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
173,2005,13827,33,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
174,2006,1210,344,gemma4:e4b,3,nao_relevante,,,
175,2006,1210,342,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
176,2006,1153,34,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
177,2006,1141,73,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
178,2006,1122,30,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
180,2006,1118,11,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
181,2006,1118,2,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
182,2006,1118,13,gemma4:e4b,3,relevante,relevante,relevante,1
183,2006,1116,34,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
184,2007,1606,53,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
187,2007,1584,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
188,2007,1577,18,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
189,2007,1577,17,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
190,2007,1577,99,gemma4:e4b,3,nao_relevante,relevante,relevante,0
192,2007,1570,47,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
193,2007,1563,22,gemma4:e4b,3,nao_relevante,,,
194,2008,2156,12,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
195,2008,2156,20,gemma4:e4b,3,nao_relevante,relevante,relevante,0
196,2008,2180,354,gemma4:e4b,3,nao_relevante,,,
198,2008,2152,8,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
199,2008,2152,16,gemma4:e4b,3,relevante,,,
201,2008,2149,35,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
202,2008,2148,2,gemma4:e4b,3,relevante,irrelevante,nao_relevante,0
203,2008,2148,16,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
146,2003,13397,24,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
138,2002,13180,6,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
139,2002,13180,41,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
140,2002,13173,39,gemma4:e4b,3,relevante,super_relevante,relevante,1
144,2003,13426,51,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
147,2003,13361,12,gemma4:e4b,3,nao_relevante,duvidoso,nao_relevante,1
148,2003,13361,8,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
155,2004,13662,71,gemma4:e4b,3,relevante,,,
157,2004,13657,7,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
163,2004,13553,35,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
165,2005,13891,28,gemma4:e4b,3,nao_relevante,irrelevante,nao_relevante,1
167,2005,13872,9,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
170,2005,13829,14,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
171,2005,13828,19,gemma4:e4b,3,relevante,relevante,relevante,1
179,2006,1120,35,gemma4:e4b,3,relevante,relevante,relevante,1
185,2007,1606,2,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
186,2007,1597,37,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
191,2007,1573,32,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
197,2008,2153,284,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
200,2008,2150,19,gemma4:e4b,3,relevante,duvidoso,nao_relevante,0
